fid,iid,rep,budget,pred_t1,pred_t2,pred_t3
8,1.0,14.0,200,-10.2418486404956,-10.662307098047688,-10.341916280325723
8,1.0,14.0,250,-10.685179374428559,-10.510285164808177,-10.81961613650225
8,1.0,14.0,300,-11.945813467352572,-11.59269292961305,-11.40240994308898
8,1.0,14.0,350,-10.352116395244028,-10.832708543221601,-11.471002532044116
8,1.0,14.0,400,-9.614265414162048,-11.521352009330819,-9.68349732899958
8,1.0,14.0,450,-7.636311668435567,-9.312819397210008,-7.379755762951208
8,1.0,14.0,500,-4.83555944331471,-7.041140854311043,-7.5671042610945465
8,1.0,14.0,550,-5.535066546844465,-5.700863245612878,-6.86406332837165
8,1.0,14.0,600,-8.98306277081704,-9.218215201194045,-5.538496113908016
8,1.0,14.0,650,-10.184252722231953,-7.81975968866985,-3.172734681940972
8,1.0,14.0,700,-5.7011611247964495,-3.5989129173220693,-2.163550287505623
8,1.0,14.0,750,-3.716738438274374,-2.9178294714930106,-2.7463441655071326
8,1.0,14.0,800,-2.717326491605291,-2.7542395797793886,-2.928473033627075
8,1.0,14.0,850,-2.7804236711507206,-2.7854476173209672,-2.815940257443618
8,1.0,14.0,900,-2.653756683221809,-2.9844303570434967,
8,1.0,14.0,950,-2.9540255734273675,,
8,1.0,15.0,50,-5.979850608138079,-7.294330714166631,-8.332520863131204
8,1.0,15.0,100,-6.237186934784502,-7.6264294349786,-7.884920447263835
8,1.0,15.0,150,-8.024699147879778,-8.422086400452043,-8.92046527860374
8,1.0,15.0,200,-9.99780028790218,-9.710056133013516,-9.573818119545553
8,1.0,15.0,250,-9.688867438671362,-9.446473018022859,-9.958024580163668
8,1.0,15.0,300,-8.6428497169116,-8.223822201840074,-9.494772756121993
8,1.0,15.0,350,-8.985614348759004,-8.818655665181256,-7.980289388344732
8,1.0,15.0,400,-7.6663224422298315,-6.28449217643222,-5.7634672836431005
8,1.0,15.0,450,-7.662049561870917,-9.635636736548351,-9.686127831322551
8,1.0,15.0,500,-7.249637869104465,-7.536203119680941,-7.652978966567665
8,1.0,15.0,550,-8.130198737706646,-7.774188056325947,-7.9379252101239
8,1.0,15.0,600,-7.811726442611257,-8.599652896845301,-4.736731928437724
8,1.0,15.0,650,-8.760279171138784,-4.1469109474779025,-3.7325185286022795
8,1.0,15.0,700,-4.607860638187851,-3.5410869288089835,-3.7310219300644007
8,1.0,15.0,750,-3.309251718252085,-3.4023602300372158,-3.3814981159024313
8,1.0,15.0,800,-3.022573952653349,-2.8057339218753956,-2.6010551500108994
8,1.0,15.0,850,-3.00716429964125,-2.77264568083741,-2.8037709572610625
8,1.0,15.0,900,-2.9969244544180254,-3.105260842163967,
8,1.0,15.0,950,-2.835257667286502,,
8,1.0,16.0,50,-7.589240458630631,-7.400383798866119,-8.84194663319634
8,1.0,16.0,100,-5.133615627732843,-5.254294873181941,-5.58598421466117
8,1.0,16.0,150,-6.767200319957569,-6.3445841621689345,-6.623966036664214
8,1.0,16.0,200,-6.591538620255068,-6.866332131824878,-5.789346884960829
8,1.0,16.0,250,-8.332918115010886,-8.153709908959145,-8.551383678933648
8,1.0,16.0,300,-8.719232632423088,-7.673941179510488,-8.72781181515999
8,1.0,16.0,350,-9.169404645691639,-9.122089424241095,-7.634110397850139
8,1.0,16.0,400,-8.45261863152666,-9.576099853278746,-7.356508727140364
8,1.0,16.0,450,-6.550440829242433,-7.2102156101374115,-5.677176116164547
8,1.0,16.0,500,-5.433350131347188,-6.656624601040477,-6.420491436642659
8,1.0,16.0,550,-7.209265579727414,-7.512560617722273,-7.2340552505124744
8,1.0,16.0,600,-7.461272311488582,-6.836887308768101,-5.013645292680184
8,1.0,16.0,650,-7.951046505995815,-4.157200620273699,-3.780125458893229
8,1.0,16.0,700,-5.198639613037876,-4.505289596222856,-3.830832651792051
8,1.0,16.0,750,-4.471538531763891,-3.16669832894673,-3.3157567583237246
8,1.0,16.0,800,-2.561315565047754,-2.7675632181055407,-2.5553469944174574
8,1.0,16.0,850,-2.6138068219789403,-2.4196966991766082,-2.574413956333196
8,1.0,16.0,900,-3.1940408817000274,-2.4203414421334,
8,1.0,16.0,950,-3.2650850764926473,,
8,1.0,17.0,50,-7.7687573781461285,-9.15097295610717,-10.73589124664956
8,1.0,17.0,100,-6.86547270984442,-7.736329519711574,-8.732113201043415
8,1.0,17.0,150,-10.077894117730416,-10.07817589461105,-10.601395006243127
8,1.0,17.0,200,-8.881917962482726,-9.952172621652956,-9.253444650950843
8,1.0,17.0,250,-10.708659569174474,-10.87563561077046,-10.882584266647909
8,1.0,17.0,300,-9.847416305931677,-11.297713607574101,-11.186279358408873
8,1.0,17.0,350,-11.297702721812168,-11.236763443152915,-10.577201160761675
8,1.0,17.0,400,-9.888974342925586,-8.172813115139464,-8.776005671336922
8,1.0,17.0,450,-9.987074794503316,-10.105125183510971,-9.195679352663364
8,1.0,17.0,500,-9.606901586132656,-9.249589915209512,-9.276831453984704
8,1.0,17.0,550,-10.17272262594593,-9.054219759409069,-8.225858153131284
8,1.0,17.0,600,-9.554813585654937,-8.431448882422881,-6.3751028811685995
8,1.0,17.0,650,-9.433695171991078,-7.107844966009537,-4.167815257734233
8,1.0,17.0,700,-5.607209737719386,-4.04462188614564,-3.3364985656874433
8,1.0,17.0,750,-4.2431156089561215,-3.0877129152317906,-3.093366660962737
8,1.0,17.0,800,-3.0293758146550074,-2.8556094894528923,-3.397867607193715
8,1.0,17.0,850,-3.1957357958757346,-3.162465386853232,-3.0490876599097367
8,1.0,17.0,900,-2.8454664690981932,-2.822143106290747,
8,1.0,17.0,950,-2.9810824403437817,,
8,1.0,18.0,50,-4.260323527726548,-4.788497112649091,-5.551321953470736
8,1.0,18.0,100,-9.014552409702082,-10.307546027979317,-9.620683694655389
8,1.0,18.0,150,-10.077388537391718,-10.884977172874652,-10.276683435712478
8,1.0,18.0,200,-9.761972402004305,-8.87679828210389,-9.089959323173465
8,1.0,18.0,250,-10.606112775862012,-10.07623478446419,-10.363994850379948
8,1.0,18.0,300,-10.256517892649633,-10.87427940640783,-10.559778983362333
8,1.0,18.0,350,-11.169989412946242,-11.32101315697665,-10.483968933594172
8,1.0,18.0,400,-9.692559624466538,-11.4152765267812,-10.94502452706713
8,1.0,18.0,450,-10.041180256193657,-10.038457278995278,-10.762596567335631
8,1.0,18.0,500,-11.250010868245816,-10.468514300287985,-10.816818429808466
8,1.0,18.0,550,-11.351376833664213,-10.368969838939794,-10.63815437549912
8,1.0,18.0,600,-11.773977376016221,-11.140384639185099,-8.293388151871804
8,1.0,18.0,650,-11.166134024534104,-7.211901934434427,-4.123258480122958
8,1.0,18.0,700,-8.708059597336687,-4.006845142925571,-3.4115383719766235
8,1.0,18.0,750,-3.99618195510231,-3.101625170902427,-3.134659666630779
8,1.0,18.0,800,-3.6996555942568166,-3.0402141132044616,-3.354362442663469
8,1.0,18.0,850,-3.262441002712382,-3.257467014160339,-2.84630729674623
8,1.0,18.0,900,-3.133101767353244,-3.084866029509463,
8,1.0,18.0,950,-3.104111559134048,,
8,1.0,19.0,50,-7.087247391549216,-3.6097051263906823,-5.0518068816472095
8,1.0,19.0,100,-7.539422083111348,-9.497989184042769,-10.244670408556455
8,1.0,19.0,150,-10.774853259846095,-11.51274785951187,-11.082877722152105
8,1.0,19.0,200,-11.295322114197155,-11.11319298773097,-10.565115850287674
8,1.0,19.0,250,-11.525379805489989,-11.687216784118464,-11.667394849605266
8,1.0,19.0,300,-11.30367547073083,-10.000176669778156,-11.373542983149578
8,1.0,19.0,350,-9.084888762964129,-9.12566888361812,-8.019539717332094
8,1.0,19.0,400,-8.172413300855053,-6.694651151565393,-7.081781647426467
8,1.0,19.0,450,-6.279017474513205,-5.984367112266451,-6.509721044752397
8,1.0,19.0,500,-6.260373200612698,-7.044097926395414,-6.113670380741382
8,1.0,19.0,550,-8.346684959177043,-6.938834873305115,-5.430191295642953
8,1.0,19.0,600,-7.523707407517606,-4.399639586021707,-4.344912236813682
8,1.0,19.0,650,-3.7748355288737305,-4.614497861827861,-3.0299987141584594
8,1.0,19.0,700,-4.1868523912816284,-2.975975246189949,-2.883542839433836
8,1.0,19.0,750,-2.4247487901203013,-2.7858872516289557,-2.19797476104395
8,1.0,19.0,800,-2.0677645898598196,-2.2695914660597793,-2.021739845209398
8,1.0,19.0,850,-2.185590396596894,-2.051323420863955,-2.0782403409498147
8,1.0,19.0,900,-2.552384273172183,-2.13132517954345,
8,1.0,19.0,950,-2.4957320955138766,,
8,2.0,0.0,50,-10.937756619285565,-10.596629691055195,-10.337717053882951
8,2.0,0.0,100,-10.106247118369991,-9.65984809325031,-9.172050152984914
8,2.0,0.0,150,-9.940238371010953,-9.950800651642727,-9.140003965712136
8,2.0,0.0,200,-9.256985018402096,-9.728842873963568,-9.042214571087866
8,2.0,0.0,250,-9.96787849610915,-10.136539625512386,-9.454856700403255
8,2.0,0.0,300,-10.380855023957013,-9.165351259894186,-9.397008285564265
8,2.0,0.0,350,-7.1287278976961135,-7.541350374219363,-7.706287996767799
8,2.0,0.0,400,-7.205252710857878,-7.74409865780564,-6.330975447201999
8,2.0,0.0,450,-8.242107017904603,-8.200350650603896,-7.308189921660427
8,2.0,0.0,500,-5.546862204504974,-5.334620031132513,-6.9319002885690315
8,2.0,0.0,550,-9.317261131514535,-9.365477818763587,-7.296052620522779
8,2.0,0.0,600,-6.380956584973775,-7.174177700351185,-6.276381653029069
8,2.0,0.0,650,-6.640166456852497,-6.303886412973214,-6.100857219150197
8,2.0,0.0,700,-5.032411342105498,-4.049799432290895,-3.5416030817193818
8,2.0,0.0,750,-3.610346103300222,-4.422719436964668,-3.3861815184673296
8,2.0,0.0,800,-3.2323812414242434,-2.8269826977184893,-3.1999763909233954
8,2.0,0.0,850,-3.2955282432273423,-3.1780403318323613,-3.774475143828571
8,2.0,0.0,900,-3.34635920164712,-3.6638559350439404,
8,2.0,0.0,950,-3.0804246564009823,,
8,2.0,1.0,50,-11.393271385259695,-11.253295496882545,-11.34152580428805
8,2.0,1.0,100,-8.13893403314092,-9.545117967146536,-9.021347016357526
8,2.0,1.0,150,-9.265212809217665,-9.812438054696093,-8.858490744439766
8,2.0,1.0,200,-9.77950235954983,-9.317029999435775,-9.804214628478539
8,2.0,1.0,250,-10.167014633805476,-10.730696327700231,-10.071362860463191
8,2.0,1.0,300,-8.515806471346437,-8.200132989108583,-8.544499770604036
8,2.0,1.0,350,-11.039977852274477,-9.784392952012087,-10.582151072180375
8,2.0,1.0,400,-10.326277031736984,-10.306538965526274,-10.388520232229075
8,2.0,1.0,450,-9.584603150934667,-8.01031281098243,-9.953841187959162
8,2.0,1.0,500,-10.862069683094772,-9.55551825002122,-8.897885117850995
8,2.0,1.0,550,-8.997202215074934,-9.079417114741721,-7.842661463127073
8,2.0,1.0,600,-7.785606810221939,-7.873792307054941,-8.165995986016688
8,2.0,1.0,650,-9.140394348665248,-8.050213152049553,-5.515620470066737
8,2.0,1.0,700,-9.052382343491619,-4.8285840601996375,-4.214489358274005
8,2.0,1.0,750,-5.729511988381055,-3.705519426518914,-3.70013812012035
8,2.0,1.0,800,-4.756165744120933,-4.317817630973117,-4.742826132133251
8,2.0,1.0,850,-4.133795472350112,-4.506932829688304,-3.7875799470268303
8,2.0,1.0,900,-4.736868134835908,-3.854786032134254,
8,2.0,1.0,950,-3.953442700656898,,
8,2.0,2.0,50,-11.754053216993999,-10.130124875910088,-10.041839518740966
8,2.0,2.0,100,-7.278211919379578,-6.610995282679175,-6.487770606591308
8,2.0,2.0,150,-10.927705723584344,-10.665484994060044,-11.254334907618246
8,2.0,2.0,200,-11.8318298948152,-11.613850399019112,-11.389392779872631
8,2.0,2.0,250,-11.650287612479442,-11.749373351358608,-11.811439574516541
8,2.0,2.0,300,-11.951713829649862,-11.753598071072167,-11.42188993116259
8,2.0,2.0,350,-10.007394704428442,-10.18746567561115,-10.696603558343336
8,2.0,2.0,400,-11.974503625473606,-11.947658682377222,-11.991833269590774
8,2.0,2.0,450,-11.840401798461498,-11.80520638536232,-11.928930480956993
8,2.0,2.0,500,-12.0,-11.97623870342839,-11.945013589384015
8,2.0,2.0,550,-11.946530262594306,-12.0,-11.950619594149394
8,2.0,2.0,600,-11.995735151897401,-11.976346932061587,-9.313041607256102
8,2.0,2.0,650,-11.704820541180924,-8.94555310043659,-3.466896551176001
8,2.0,2.0,700,-9.565633552361215,-4.093394349780372,-2.9597645805429362
8,2.0,2.0,750,-3.6802269910998824,-3.149586200378102,-3.012237896425945
8,2.0,2.0,800,-2.9634436621702696,-2.654122802126065,-2.703421296295828
8,2.0,2.0,850,-2.7839175299055614,-2.6401859105931873,-2.722833716525583
8,2.0,2.0,900,-2.7187499091135483,-2.675989701535101,
8,2.0,2.0,950,-2.742163250120624,,
8,2.0,3.0,50,-10.189358980651702,-10.57327724395896,-11.018780076613794
8,2.0,3.0,100,-11.369473043247105,-11.307342845936224,-11.050909027602547
8,2.0,3.0,150,-11.3223198406772,-10.74469776420825,-11.436105502088534
8,2.0,3.0,200,-11.558931068781899,-11.447353299512287,-11.141078102679089
8,2.0,3.0,250,-11.711802011107348,-10.71118420402194,-11.391611764635499
8,2.0,3.0,300,-11.068354545626649,-11.350253144576348,-11.269075607317944
8,2.0,3.0,350,-10.909464815746198,-10.496193012321106,-10.735111464513812
8,2.0,3.0,400,-11.204488674316881,-10.079225319584289,-10.615960906529141
8,2.0,3.0,450,-11.252101240107377,-11.874309430629442,-11.37785365948759
8,2.0,3.0,500,-11.601625402331551,-11.80387297326186,-11.763551766770222
8,2.0,3.0,550,-11.25606041984342,-11.5367290890529,-10.422737194160277
8,2.0,3.0,600,-11.635221226172689,-11.175208073704198,-7.467541257108683
8,2.0,3.0,650,-9.674703587200565,-5.872600890029261,-2.9432653763184087
8,2.0,3.0,700,-6.565119383983284,-2.80870361723536,-2.4407049678893022
8,2.0,3.0,750,-2.803930166462691,-2.401651712547845,-2.3441776307359987
8,2.0,3.0,800,-2.3208442084946457,-2.6083295214530224,-2.426076757811464
8,2.0,3.0,850,-2.4506649655376362,-2.785026777519007,-2.3766774368485293
8,2.0,3.0,900,-2.467670288846409,-2.3819340878410364,
8,2.0,3.0,950,-2.625847376971014,,
8,2.0,4.0,50,-10.709040728914442,-10.20688585094961,-10.65003728093455
8,2.0,4.0,100,-10.160910254409707,-9.855859556349426,-10.628227742449106
8,2.0,4.0,150,-11.547695598990913,-11.34304274027959,-11.457634046369797
8,2.0,4.0,200,-11.405532272961763,-11.564482532355525,-11.421981494267596
8,2.0,4.0,250,-10.265267125607254,-10.482276672904053,-10.788272117514847
8,2.0,4.0,300,-11.915560166952183,-11.330708868635579,-11.667409321092341
8,2.0,4.0,350,-11.773133162811904,-11.667972568902888,-11.034636457249094
8,2.0,4.0,400,-8.640912611691215,-5.441904340861492,-8.055842579684033
8,2.0,4.0,450,-11.148144131997206,-10.067265859008474,-11.309360333563532
8,2.0,4.0,500,-11.967233484089805,-11.941859250073145,-11.258229252440348
8,2.0,4.0,550,-11.762883389557235,-11.687348719137612,-11.343813110526556
8,2.0,4.0,600,-11.100356512090123,-11.251822315899728,-8.69985131527929
8,2.0,4.0,650,-10.9923384583078,-8.507455835749278,-3.538336524017371
8,2.0,4.0,700,-8.337804646291971,-3.5838138852280688,-3.0309768922712412
8,2.0,4.0,750,-3.3687749522609685,-2.5862424689693437,-2.661124999946544
8,2.0,4.0,800,-2.6335164252811376,-2.498216688818762,-2.4456859652698113
8,2.0,4.0,850,-2.7643953642597276,-2.8419816874847066,-2.7362649852190564
8,2.0,4.0,900,-2.6408585209395667,-2.970022150391923,
8,2.0,4.0,950,-2.732547994875377,,
8,2.0,5.0,50,-9.985994744982518,-8.217102744717495,-7.902843859176554
8,2.0,5.0,100,-10.365810917422488,-9.501267392760408,-9.282779703246486
8,2.0,5.0,150,-8.825303460105044,-8.75285167681483,-8.806139614616148
8,2.0,5.0,200,-9.25419832458101,-8.953490701590981,-9.141328748663453
8,2.0,5.0,250,-9.03725833950239,-9.895414436289865,-9.72138750721954
8,2.0,5.0,300,-9.951113855197239,-9.65219212329278,-8.96613726509897
8,2.0,5.0,350,-8.893342552979911,-8.691931095261834,-9.224355220205686
8,2.0,5.0,400,-9.800342307632196,-9.481933472715516,-9.633855086293124
8,2.0,5.0,450,-8.593062109716067,-9.381062314421523,-9.15054109902613
8,2.0,5.0,500,-7.889085302008907,-8.846521429722177,-9.35780821257048
8,2.0,5.0,550,-8.245796611240813,-9.260534697268707,-9.543513915339707
8,2.0,5.0,600,-9.568523439697278,-8.469756638114266,-8.11729020814619
8,2.0,5.0,650,-8.259865215930203,-5.5647323289022825,-5.102200025492216
8,2.0,5.0,700,-5.13426582675477,-5.812830958170871,-2.566765631677282
8,2.0,5.0,750,-3.909144594657259,-3.2244599353549512,-2.990372761705681
8,2.0,5.0,800,-3.3430158587788794,-3.110945886324884,-2.661157872709147
8,2.0,5.0,850,-3.3444952876881047,-2.967505874260401,-3.5008450999488034
8,2.0,5.0,900,-3.546909457278882,-3.3048817659330574,
8,2.0,5.0,950,-2.8017832191917575,,
8,2.0,6.0,50,-9.69579812543267,-9.366333692245876,-9.052350569597355
8,2.0,6.0,100,-8.865657218687591,-9.10695703687572,-8.839152732048177
8,2.0,6.0,150,-11.122837897743558,-11.192315893809635,-10.784360083815415
8,2.0,6.0,200,-11.148723468066082,-10.96009338020796,-11.323917969590045
8,2.0,6.0,250,-11.160042151841662,-10.781153263860046,-11.221817991868072
8,2.0,6.0,300,-11.931090315932483,-11.29512833749711,-11.224158575484644
8,2.0,6.0,350,-9.62157407775503,-11.812572163972941,-10.487147084761379
8,2.0,6.0,400,-10.25828185882142,-9.64599745825276,-11.403132337310291
8,2.0,6.0,450,-10.536043700302786,-10.750089651457538,-11.005567928418369
8,2.0,6.0,500,-11.488908517845006,-11.344267895711353,-11.555100670619185
8,2.0,6.0,550,-11.228985699713212,-11.31536832460024,-10.634915318163392
8,2.0,6.0,600,-11.77635485094212,-10.802170198639844,-8.382480755162492
8,2.0,6.0,650,-11.069272746178521,-10.121615878530125,-4.942526381468175
8,2.0,6.0,700,-10.418267902873394,-5.134867391112,-3.9804927025887937
8,2.0,6.0,750,-6.1340147295630105,-4.154331577078877,-3.8515017983652022
8,2.0,6.0,800,-4.546308951830788,-3.9955362369016023,-3.8398438017015204
8,2.0,6.0,850,-3.307559460252294,-3.183839387821379,-3.080753304115085
8,2.0,6.0,900,-3.053418890347942,-3.220913207254447,
8,2.0,6.0,950,-3.071423692671103,,
8,2.0,7.0,50,-10.07160037792735,-10.583509542606958,-10.255752976448054
8,2.0,7.0,100,-10.094559013503757,-8.766690647370055,-8.825921912836241
8,2.0,7.0,150,-10.63013257653757,-11.062428895862174,-10.529134563196825
8,2.0,7.0,200,-10.77587044960325,-10.806976970349007,-11.303321043932085
8,2.0,7.0,250,-10.835685568049328,-10.558912917989883,-10.286024642917184
8,2.0,7.0,300,-11.159817076483087,-11.334299418889854,-11.15649168313806
8,2.0,7.0,350,-10.557490943370352,-11.827398510092419,-11.27377780682801
8,2.0,7.0,400,-10.886433984933706,-11.097322152699002,-11.08515579403174
8,2.0,7.0,450,-10.526399850103676,-10.992504020420672,-10.885396786154107
8,2.0,7.0,500,-11.75419543369712,-11.361014294969669,-11.67018291899166
8,2.0,7.0,550,-11.022261199655613,-11.435263690373814,-10.706042045327965
8,2.0,7.0,600,-11.801717828514473,-11.329775931545832,-9.273151031517447
8,2.0,7.0,650,-10.877694192465787,-9.198632862586644,-4.203371779032796
8,2.0,7.0,700,-8.339505179841,-4.489650550193182,-3.1110762667947074
8,2.0,7.0,750,-4.867891663976783,-3.3783189138963774,-3.2666358890292613
8,2.0,7.0,800,-3.18307011995378,-3.0087715242743065,-2.9220818167557203
8,2.0,7.0,850,-2.9033861829416185,-3.037544068621389,-2.8601099649424264
8,2.0,7.0,900,-3.1829601921472372,-2.888177328808576,
8,2.0,7.0,950,-3.039075949254373,,
8,2.0,8.0,50,-9.946110281588956,-9.847171490853606,-10.520042633240909
8,2.0,8.0,100,-9.923629432853716,-9.742132253288114,-8.275680054641715
8,2.0,8.0,150,-9.639433227038243,-8.70090505341829,-9.104372079299349
8,2.0,8.0,200,-9.508550453479181,-9.537554165556616,-9.355272818073153
8,2.0,8.0,250,-9.813259009219795,-9.402844539421565,-9.452542582454003
8,2.0,8.0,300,-8.346661407876576,-7.885401884576253,-8.599550252886925
8,2.0,8.0,350,-10.19343093426874,-9.111905104345254,-8.674856372155288
8,2.0,8.0,400,-8.982789333221866,-9.682985876497236,-8.572291768584044
8,2.0,8.0,450,-8.663367669692875,-7.434702472889142,-7.908983222922031
8,2.0,8.0,500,-9.755537578416291,-7.938724498771819,-10.102658405570411
8,2.0,8.0,550,-10.152563045938855,-8.89200719458349,-9.316557930436153
8,2.0,8.0,600,-9.581215861290472,-9.516208994608721,-8.223101080146211
8,2.0,8.0,650,-9.603199744897358,-7.64021775090406,-7.770030732987592
8,2.0,8.0,700,-7.309714247633519,-7.331050074028967,-4.663233321704232
8,2.0,8.0,750,-4.295293058518179,-5.598757258334438,-4.355016817580237
8,2.0,8.0,800,-3.7436609363379816,-3.5999580977400614,-3.3891940596296584
8,2.0,8.0,850,-3.8415463447409706,-3.6401964131973044,-3.9469435921390934
8,2.0,8.0,900,-3.6809211128824915,-3.793188343177495,
8,2.0,8.0,950,-3.643025843701491,,
8,2.0,9.0,50,-9.653776845313452,-10.36984448332773,-10.886032081113663
8,2.0,9.0,100,-7.773030756287507,-7.111943417932448,-8.508278661525752
8,2.0,9.0,150,-8.555528145136464,-8.05769757687737,-7.503083054970875
8,2.0,9.0,200,-10.445382798436848,-10.567100785703092,-10.34988896557505
8,2.0,9.0,250,-10.119560007450085,-10.528337914896483,-10.993646877488965
8,2.0,9.0,300,-11.34694915903998,-10.929307506501445,-10.585962984095831
8,2.0,9.0,350,-10.472371102938736,-10.0725141185695,-10.904312002678317
8,2.0,9.0,400,-10.664447626919156,-10.126840072793053,-9.66630966991881
8,2.0,9.0,450,-6.720273216678775,-5.362971956685925,-6.153994195950436
8,2.0,9.0,500,-5.665184986269897,-5.748254758711068,-5.20544489330932
8,2.0,9.0,550,-7.607712878184515,-6.850475609250947,-5.835105540237768
8,2.0,9.0,600,-6.827999618677157,-7.037848935661414,-7.315112769990739
8,2.0,9.0,650,-8.479311082995716,-7.134094266917589,-3.5457075306603425
8,2.0,9.0,700,-5.4499759605150055,-3.0302602072583906,-2.8316858593282066
8,2.0,9.0,750,-4.056838363071969,-3.2894103226019995,-3.0167289190510713
8,2.0,9.0,800,-2.180430479070411,-2.3173380726646053,-2.3125392122345283
8,2.0,9.0,850,-2.7093251922893997,-2.728421451674701,-2.867123630006926
8,2.0,9.0,900,-2.200769713487094,-2.7042945784016665,
8,2.0,9.0,950,-2.4478855157770796,,
8,2.0,10.0,50,-11.43602109650596,-9.976006815875532,-9.33788824867558
8,2.0,10.0,100,-10.411491237633742,-10.00432543469752,-9.850136969977482
8,2.0,10.0,150,-10.565064530398805,-10.666793428392433,-11.400423495634605
8,2.0,10.0,200,-11.478442605360804,-11.574365857173273,-11.408749713706737
8,2.0,10.0,250,-10.899310366876817,-10.571213893466686,-11.301936781070694
8,2.0,10.0,300,-11.775642409676989,-11.187317653916962,-10.693109574719847
8,2.0,10.0,350,-11.45476232015276,-10.96145214357146,-11.494543414479905
8,2.0,10.0,400,-11.442692176774482,-11.931807999747791,-11.584479744594498
8,2.0,10.0,450,-10.565053477989931,-11.170929863767006,-11.700855344077786
8,2.0,10.0,500,-9.138669763971784,-8.688440443733171,-9.27276557039261
8,2.0,10.0,550,-6.353643155631912,-8.053165838551958,-5.1878478579524305
8,2.0,10.0,600,-7.332793467815905,-7.323974598433108,-4.092999643503233
8,2.0,10.0,650,-4.861830255536991,-3.1152999089737725,-4.171846096810352
8,2.0,10.0,700,-4.411271014558845,-2.730750990518049,-2.3870818008315924
8,2.0,10.0,750,-3.030514413926147,-2.115157045800198,-2.3698745850716665
8,2.0,10.0,800,-2.2281253444775913,-2.1961105873763493,-2.5604545889065577
8,2.0,10.0,850,-2.6758129901001784,-2.861379860124703,-2.5031282205323757
8,2.0,10.0,900,-2.482576586105545,-2.91635075757752,
8,2.0,10.0,950,-2.432551899649902,,
8,2.0,11.0,50,-10.109651329776991,-10.083906089150181,-10.710136954253427
8,2.0,11.0,100,-8.197895341371728,-9.00549868827266,-8.279307753080408
8,2.0,11.0,150,-8.53621387165213,-8.040071076254174,-7.5027452060182975
8,2.0,11.0,200,-7.84859277460962,-8.445450463759864,-8.53092295979576
8,2.0,11.0,250,-9.379249827158713,-8.994927821096804,-9.198464436225619
8,2.0,11.0,300,-9.056360582775731,-8.65693317932055,-9.181062065203738
8,2.0,11.0,350,-7.961855594788291,-6.9126924939909005,-7.587057491665518
8,2.0,11.0,400,-8.547198403587068,-8.205289798922568,-8.950229029672231
8,2.0,11.0,450,-7.064087026906609,-7.482166453982921,-7.923335947405116
8,2.0,11.0,500,-6.168072474824282,-7.192958072321096,-8.99681992585687
8,2.0,11.0,550,-8.165130205653044,-9.377536281105316,-8.418437872780304
8,2.0,11.0,600,-9.617252151317551,-8.74521853285401,-9.437339181917743
8,2.0,11.0,650,-9.565251800456455,-7.297718555744744,-6.403354727808475
8,2.0,11.0,700,-6.451661436728834,-4.380242251400719,-3.615766765725628
8,2.0,11.0,750,-4.5919530621177245,-3.8134068974449358,-3.3483567678430246
8,2.0,11.0,800,-3.6276473471833435,-3.380314887401092,-2.92949911566072
8,2.0,11.0,850,-3.2363595395740927,-3.5813034856029007,-3.2874141597048183
8,2.0,11.0,900,-3.801549814320035,-3.2160862902799336,
8,2.0,11.0,950,-2.2595988485267706,,
8,2.0,12.0,50,-10.16823151878411,-9.051607625023596,-8.768582386331932
8,2.0,12.0,100,-10.324595193688861,-10.900706952692577,-10.56431205513059
8,2.0,12.0,150,-10.22684910007323,-10.60589532045697,-10.301604672344164
8,2.0,12.0,200,-9.703370192586142,-10.062915778289826,-9.843313775778215
8,2.0,12.0,250,-11.240770236097985,-11.369169317338518,-11.515921418884108
8,2.0,12.0,300,-11.454715170655733,-11.327812765809167,-11.619139648405172
8,2.0,12.0,350,-9.962461833066468,-10.284924678613317,-9.411103330108375
8,2.0,12.0,400,-8.877779610965753,-7.116068744995343,-8.731098917842134
8,2.0,12.0,450,-7.550702191725038,-6.413638513165339,-6.453913927532748
8,2.0,12.0,500,-5.909204913769683,-6.167068591725164,-4.991906487754693
8,2.0,12.0,550,-9.116014665076847,-6.615596028624461,-5.476310883455244
8,2.0,12.0,600,-7.094489451468729,-7.818317055797789,-6.485199514189343
8,2.0,12.0,650,-9.915808654914422,-9.251138838153851,-2.851621074966499
8,2.0,12.0,700,-4.269516887987822,-2.9663789732933625,-2.768975600173503
8,2.0,12.0,750,-3.310723415292882,-2.647017640454849,-2.5701447123054417
8,2.0,12.0,800,-2.6346479625973878,-2.599248742031494,-2.640816732302547
8,2.0,12.0,850,-2.429652589040747,-2.428369559877684,-2.368761143645287
8,2.0,12.0,900,-2.335792794593536,-2.5994798239890016,
8,2.0,12.0,950,-2.226168775007432,,
8,2.0,13.0,50,-10.009735481031843,-8.882155052724157,-10.55659058274431
8,2.0,13.0,100,-9.689243206013579,-10.327523534711458,-10.324425804411083
8,2.0,13.0,150,-8.971323676781923,-7.922935037162556,-8.260972270250882
8,2.0,13.0,200,-10.153858471294303,-10.227576719055833,-9.95561070211429
8,2.0,13.0,250,-9.770645103534,-8.760863781100614,-9.310087376502269
8,2.0,13.0,300,-10.185078702193273,-10.047494585774642,-10.957307707082439
8,2.0,13.0,350,-10.99070798242315,-11.193114903911647,-10.505333826370181
8,2.0,13.0,400,-8.818834606430658,-11.510500219247778,-10.967825461135531
