fid,iid,rep,selector_algorithm,precision
20,7,2,PSO,0.2372058158
20,7,3,BFGS,1.0264927663
20,7,4,PSO,0.9291567205
20,7,5,PSO,1.934982776
20,7,6,BFGS,1.1054353468
20,7,7,BFGS,1.1054353468
20,7,8,PSO,1.5010346574
20,7,9,PSO,1.5794256098
20,7,10,PSO,0.6724775425
20,7,11,Non-elitist,1.1844491493
20,7,12,Elitist,1.2240791929
20,7,13,PSO,0.8292806479
20,7,14,BFGS,1.0264927663
20,7,15,Elitist,1.7381078485
20,7,16,BFGS,1.8960419373
20,7,17,PSO,1.1085878056
20,7,18,Elitist,1.9833161734
20,7,19,Non-elitist,2.2109419157
21,6,0,Non-elitist,1.9377404959
21,6,1,Non-elitist,0.6918569112
21,6,2,Non-elitist,3.1698055873
21,6,3,Non-elitist,3.6378353676
21,6,4,Non-elitist,3.1698055873
21,6,5,Non-elitist,1.9377404959
21,6,6,BFGS,3.1698055873
21,6,7,Elitist,0.0
21,6,8,MLSL,0.4905086637
21,6,9,BFGS,2.7779884071
21,6,10,Non-elitist,1.9377404959
21,6,11,Non-elitist,3.1698055873
21,6,12,Non-elitist,1.9377404959
21,6,13,BFGS,3.1698055873
21,6,14,Elitist,3.1698055873
21,6,15,Non-elitist,3.1698055873
21,6,16,Non-elitist,3.1698055873
21,6,17,BFGS,3.1698055873
21,6,18,BFGS,2.7779884071
21,6,19,BFGS,3.1698055873
21,7,0,PSO,2.4729750586
21,7,1,Non-elitist,2.7779884071
21,7,2,Elitist,2.0436611087
21,7,3,Non-elitist,0.0
21,7,4,Non-elitist,0.0
21,7,5,BFGS,3.6378353676
21,7,6,PSO,2.0437056769
21,7,7,Non-elitist,0.0
21,7,8,BFGS,2.0436611087
21,7,9,BFGS,1.22e-08
21,7,10,Non-elitist,2.0436611087
21,7,11,PSO,2.0436676479
21,7,12,DE,2.7779884104
21,7,13,PSO,1.11e-08
21,7,14,PSO,0.0
21,7,15,BFGS,1.6e-09
21,7,16,BFGS,2.8e-09
21,7,17,Non-elitist,3.6378353676
21,7,18,Non-elitist,2.0436611087
21,7,19,Non-elitist,1.9377404959
22,6,0,BFGS,5.0627374564
22,6,1,DE,0.6918569115
22,6,2,Non-elitist,0.6918569112
22,6,3,BFGS,1e-10
22,6,4,Elitist,5.0627374564
22,6,5,Non-elitist,0.6918569112
22,6,6,BFGS,0.6918569112
22,6,7,Non-elitist,0.6918569112
22,6,8,BFGS,0.6918569112
22,6,9,Non-elitist,0.6918569112
22,6,10,Non-elitist,0.6918569112
22,6,11,MLSL,0.6919154762
22,6,12,BFGS,0.6918569112
22,6,13,Non-elitist,0.6918569112
22,6,14,Non-elitist,5.0627374565
22,6,15,BFGS,7.2716291936
22,6,16,DE,5.04e-08
22,6,17,BFGS,5.0627374564
22,6,18,BFGS,5.0627374564
22,6,19,BFGS,5.0627374564
22,7,0,BFGS,11.1256184504
22,7,1,Non-elitist,2.5905477301
22,7,2,Non-elitist,5.0627374565
22,7,3,Non-elitist,0.0
22,7,4,BFGS,8.7427505321
22,7,5,Elitist,2.5905477301
22,7,6,PSO,8.7427740589
22,7,7,Non-elitist,0.0
22,7,8,DE,7.2716291953
22,7,9,Non-elitist,0.0
22,7,10,Non-elitist,0.6918569406
22,7,11,Elitist,2.5905477301
22,7,12,Non-elitist,2.5905477301
22,7,13,PSO,21.7794785529
22,7,14,BFGS,8.7427505321
22,7,15,BFGS,4.83e-08
22,7,16,DE,2.74796e-05
22,7,17,DE,7.2716291943
22,7,18,Non-elitist,2.5905477301
22,7,19,BFGS,1.1e-09
23,6,0,Non-elitist,1.7805409831
23,6,1,Non-elitist,1.4304418919
23,6,2,Non-elitist,1.7374823445
23,6,3,Non-elitist,2.4275544043
23,6,4,Non-elitist,1.3530210033
23,6,5,Non-elitist,1.8845761613
23,6,6,Non-elitist,1.3982346184
23,6,7,Non-elitist,1.810147057
23,6,8,Non-elitist,1.9551646428
23,6,9,Non-elitist,0.1443951497
23,6,10,Non-elitist,1.2191084002
23,6,11,Non-elitist,1.9140527109
23,6,12,Non-elitist,2.9654639501
23,6,13,Non-elitist,1.7101635329
23,6,14,Non-elitist,1.6563440413
23,6,15,Non-elitist,2.5424769899
23,6,16,Non-elitist,1.327511696
23,6,17,Non-elitist,2.2479155902
23,6,18,Non-elitist,2.0411189132
23,6,19,Non-elitist,1.3395114047
23,7,0,Non-elitist,2.2311504063
23,7,1,DE,2.1141241893
23,7,2,DE,2.5457495881
23,7,3,Non-elitist,0.8547564175
23,7,4,DE,1.0618932556
23,7,5,Non-elitist,0.4724297085
23,7,6,Non-elitist,2.0090084816
23,7,7,DE,3.2287292548
23,7,8,Non-elitist,1.6932142446
23,7,9,DE,1.7306240084
23,7,10,DE,2.7064314651
23,7,11,Non-elitist,2.3884080069
23,7,12,Non-elitist,1.0151526082
23,7,13,Non-elitist,0.9528541252
23,7,14,Non-elitist,2.096573711
23,7,15,Non-elitist,1.5369738257
23,7,16,Non-elitist,1.6838304115
23,7,17,DE,2.6264121212
23,7,18,Non-elitist,0.9113945908
23,7,19,DE,2.6405884783
24,6,0,BFGS,7.3622082527
24,6,1,Elitist,3.6103886972
24,6,2,Non-elitist,13.1436271884
24,6,3,Non-elitist,1.6607544689
24,6,4,Non-elitist,20.0275317067
24,6,5,Non-elitist,15.7794822108
24,6,6,Non-elitist,5.8562558579
24,6,7,Non-elitist,11.3366445241
24,6,8,Non-elitist,10.8277354978
24,6,9,Non-elitist,12.6857948451
24,6,10,BFGS,20.4739270116
24,6,11,Non-elitist,4.5089215596
24,6,12,Non-elitist,7.9012041458
24,6,13,Non-elitist,14.1634594276
24,6,14,Non-elitist,6.125276182
24,6,15,BFGS,8.3757624864
24,6,16,Non-elitist,14.5795414341
24,6,17,Non-elitist,14.5065155883
24,6,18,Non-elitist,10.2385731354
24,6,19,Non-elitist,4.6865391875
24,7,0,Non-elitist,15.3207623571
24,7,1,Non-elitist,14.0831206827
24,7,2,BFGS,9.0733533051
24,7,3,PSO,12.4506243862
24,7,4,Non-elitist,5.9396741331
24,7,5,Non-elitist,10.279416166
24,7,6,Non-elitist,12.8587087624
24,7,7,Non-elitist,3.2845377615
24,7,8,Non-elitist,18.3515264568
24,7,9,Non-elitist,10.7136585066
24,7,10,Non-elitist,14.5782086297
24,7,11,Non-elitist,16.7448089546
24,7,12,Non-elitist,6.1542407171
24,7,13,Non-elitist,17.3491778887
24,7,14,Non-elitist,12.7055138257
24,7,15,Non-elitist,6.6855679959
24,7,16,BFGS,12.3390522072
24,7,17,Non-elitist,9.4393995658
24,7,18,PSO,10.1386339879
24,7,19,Non-elitist,5.1298431318
