fid,iid,rep,algorithm,budget,precision
2,4,4,Elitist,500,28165980.52214724
2,4,4,MLSL,500,28173866.075358875
2,4,4,Non-elitist,500,28165514.444397364
2,4,4,PSO,500,28176607.662250765
2,4,4,BFGS,550,28163573.27236188
2,4,4,DE,550,28172222.32385546
2,4,4,Elitist,550,28164933.768527333
2,4,4,MLSL,550,28168266.167183094
2,4,4,Non-elitist,550,28165514.444397364
2,4,4,PSO,550,28171011.50191362
2,4,4,BFGS,600,28164107.64885644
2,4,4,DE,600,28170172.909139182
2,4,4,Elitist,600,28166466.256497342
2,4,4,MLSL,600,28167894.394459955
2,4,4,Non-elitist,600,28165514.444397364
2,4,4,PSO,600,28167004.73072996
2,4,4,BFGS,650,28165110.229173232
2,4,4,DE,650,28169848.68848904
2,4,4,Elitist,650,28165400.54849557
2,4,4,MLSL,650,28168588.068287965
2,4,4,Non-elitist,650,28165514.444397364
2,4,4,PSO,650,28169434.37594848
2,4,4,BFGS,700,28165214.15121346
2,4,4,DE,700,28167202.624631748
2,4,4,Elitist,700,28165550.466766704
2,4,4,MLSL,700,28167026.37132674
2,4,4,Non-elitist,700,28165514.444397364
2,4,4,PSO,700,28166950.40044801
2,4,4,BFGS,750,28165277.03775059
2,4,4,DE,750,28165705.580214825
2,4,4,Elitist,750,28165505.54042948
2,4,4,MLSL,750,28165705.580214825
2,4,4,Non-elitist,750,28165514.444397364
2,4,4,PSO,750,28165699.420342214
2,4,4,BFGS,800,28165300.242814317
2,4,4,DE,800,28165532.23126257
2,4,4,Elitist,800,28165514.01683561
2,4,4,MLSL,800,28165532.23126257
2,4,4,Non-elitist,800,28165514.444397364
2,4,4,PSO,800,28165532.23126257
2,4,4,BFGS,850,28165374.168307107
2,4,4,DE,850,28165515.70311029
2,4,4,Elitist,850,28165513.99692725
2,4,4,MLSL,850,28165515.70311029
2,4,4,Non-elitist,850,28165514.444397364
2,4,4,PSO,850,28165515.70311029
2,4,4,BFGS,900,28165482.500782788
2,4,4,DE,900,28165515.169694167
2,4,4,Elitist,900,28165514.56973173
2,4,4,MLSL,900,28165515.169694167
2,4,4,Non-elitist,900,28165514.444397364
2,4,4,PSO,900,28165515.169694167
2,4,4,BFGS,950,28165514.59808204
2,4,4,DE,950,28165514.831526395
2,4,4,Elitist,950,28165514.42026878
2,4,4,MLSL,950,28165514.831526395
2,4,4,Non-elitist,950,28165514.444397364
2,4,4,PSO,950,28165514.831526395
2,4,4,BFGS,1000,28165514.444397364
2,4,4,DE,1000,28165514.444397364
2,4,4,Elitist,1000,28165514.444397364
2,4,4,MLSL,1000,28165514.444397364
2,4,4,Non-elitist,1000,28165514.444397364
2,4,4,PSO,1000,28165514.444397364
2,4,5,BFGS,50,21395339.980311166
2,4,5,DE,50,24725274.23053584
2,4,5,Elitist,50,23576892.17340319
2,4,5,MLSL,50,24315891.44891889
2,4,5,Non-elitist,50,21791064.605169624
2,4,5,PSO,50,26334168.70341937
2,4,5,BFGS,100,21620517.2248694
2,4,5,DE,100,21762672.768448748
2,4,5,Elitist,100,21809625.08065444
2,4,5,MLSL,100,22064151.301024903
2,4,5,Non-elitist,100,21791064.605169624
2,4,5,PSO,100,21990186.99253184
2,4,5,BFGS,150,21681739.258077677
2,4,5,DE,150,21963440.90910557
2,4,5,Elitist,150,21763332.157239072
2,4,5,MLSL,150,22134086.81818223
2,4,5,Non-elitist,150,21791064.605169624
2,4,5,PSO,150,22177392.83897849
2,4,5,BFGS,200,21741339.9296866
2,4,5,DE,200,21866838.67112337
2,4,5,Elitist,200,21798311.33618031
2,4,5,MLSL,200,21959932.13851014
2,4,5,Non-elitist,200,21791064.605169624
2,4,5,PSO,200,21921075.10496756
2,4,5,BFGS,250,21772736.883241165
2,4,5,DE,250,21882968.99317797
2,4,5,Elitist,250,21797895.382014416
2,4,5,MLSL,250,21939592.849276613
2,4,5,Non-elitist,250,21791064.605169624
2,4,5,PSO,250,21965128.496482123
2,4,5,BFGS,300,21786977.89248678
2,4,5,DE,300,21885812.908277377
2,4,5,Elitist,300,21790011.179280546
2,4,5,MLSL,300,21904698.43281331
2,4,5,Non-elitist,300,21791064.605169624
2,4,5,PSO,300,21903262.37873933
2,4,5,BFGS,350,21785293.75422098
2,4,5,DE,350,21801147.402670905
2,4,5,Elitist,350,21790334.76363205
2,4,5,MLSL,350,21801381.24370841
2,4,5,Non-elitist,350,21791064.605169624
2,4,5,PSO,350,21800582.043776706
2,4,5,BFGS,400,21786882.629610155
2,4,5,DE,400,21799986.01869109
2,4,5,Elitist,400,21790330.56601338
2,4,5,MLSL,400,21796409.16502147
2,4,5,Non-elitist,400,21791064.605169624
2,4,5,PSO,400,21796650.91539372
2,4,5,BFGS,450,21787995.55519376
2,4,5,DE,450,21796094.72552873
2,4,5,Elitist,450,21792310.761614244
2,4,5,MLSL,450,21791584.955733165
2,4,5,Non-elitist,450,21791064.605169624
2,4,5,PSO,450,21795620.386874057
2,4,5,BFGS,500,21788684.58295
2,4,5,DE,500,21794849.78384079
2,4,5,Elitist,500,21791530.835088886
2,4,5,MLSL,500,21791443.7593204
2,4,5,Non-elitist,500,21791064.605169624
2,4,5,PSO,500,21794671.083880022
2,4,5,BFGS,550,21789263.13648061
2,4,5,DE,550,21794435.149192624
2,4,5,Elitist,550,21791507.85223384
2,4,5,MLSL,550,21791877.600933164
2,4,5,Non-elitist,550,21791064.605169624
2,4,5,PSO,550,21794115.6627175
2,4,5,BFGS,600,21789611.474710323
2,4,5,DE,600,21793285.757317364
2,4,5,Elitist,600,21791788.298144165
2,4,5,MLSL,600,21791923.70177252
2,4,5,Non-elitist,600,21791064.605169624
2,4,5,PSO,600,21793214.7996598
2,4,5,BFGS,650,21790290.85109024
2,4,5,DE,650,21792393.11153933
2,4,5,Elitist,650,21791423.56117648
2,4,5,MLSL,650,21791755.218444858
2,4,5,Non-elitist,650,21791064.605169624
2,4,5,PSO,650,21792296.13853253
2,4,5,BFGS,700,21790337.40683012
2,4,5,DE,700,21791839.43761974
2,4,5,Elitist,700,21791049.465360712
2,4,5,MLSL,700,21791564.529047616
2,4,5,Non-elitist,700,21791064.605169624
2,4,5,PSO,700,21791732.95836905
2,4,5,BFGS,750,21790489.94231842
2,4,5,DE,750,21791671.69004047
2,4,5,Elitist,750,21790980.09363558
2,4,5,MLSL,750,21791671.69004047
2,4,5,Non-elitist,750,21791064.605169624
2,4,5,PSO,750,21791671.69004047
2,4,5,BFGS,800,21790666.06126864
2,4,5,DE,800,21791445.6538306
2,4,5,Elitist,800,21791051.96736054
2,4,5,MLSL,800,21791445.6538306
2,4,5,Non-elitist,800,21791064.605169624
2,4,5,PSO,800,21791445.6538306
2,4,5,BFGS,850,21790842.435671847
2,4,5,DE,850,21791241.14144112
2,4,5,Elitist,850,21791054.288795654
2,4,5,MLSL,850,21791241.14144112
2,4,5,Non-elitist,850,21791064.605169624
2,4,5,PSO,850,21791241.14144112
2,4,5,BFGS,900,21791024.10553607
2,4,5,DE,900,21791119.699877787
2,4,5,Elitist,900,21791062.87898028
2,4,5,MLSL,900,21791119.699877787
2,4,5,Non-elitist,900,21791064.605169624
2,4,5,PSO,900,21791119.699877787
2,4,5,BFGS,950,21791064.46589362
2,4,5,DE,950,21791074.629346117
2,4,5,Elitist,950,21791063.27441798
2,4,5,MLSL,950,21791074.629346117
2,4,5,Non-elitist,950,21791064.605169624
2,4,5,PSO,950,21791074.629346117
2,4,5,BFGS,1000,21791064.605169624
2,4,5,DE,1000,21791064.605169624
2,4,5,Elitist,1000,21791064.605169624
2,4,5,MLSL,1000,21791064.605169624
2,4,5,Non-elitist,1000,21791064.605169624
2,4,5,PSO,1000,21791064.605169624
2,4,6,BFGS,50,27510522.46636516
2,4,6,DE,50,29774378.285837427
2,4,6,Elitist,50,27225362.915893417
2,4,6,MLSL,50,32524841.488427613
2,4,6,Non-elitist,50,27291652.77323741
2,4,6,PSO,50,30138620.92707982
2,4,6,BFGS,100,26987522.17290395
2,4,6,DE,100,27346612.4475457
2,4,6,Elitist,100,27717618.790854543
2,4,6,MLSL,100,27648058.71437613
2,4,6,Non-elitist,100,27291652.77323741
2,4,6,PSO,100,27472257.435310222
2,4,6,BFGS,150,27114047.276411176
2,4,6,DE,150,27425029.185677584
2,4,6,Elitist,150,27194390.23448608
2,4,6,MLSL,150,27803518.414388385
2,4,6,Non-elitist,150,27291652.77323741
2,4,6,PSO,150,27449006.43814876
2,4,6,BFGS,200,27180185.292833365
2,4,6,DE,200,27519795.546762157
2,4,6,Elitist,200,27346258.542066906
2,4,6,MLSL,200,27426289.488699444
2,4,6,Non-elitist,200,27291652.77323741
2,4,6,PSO,200,27400361.59859745
2,4,6,BFGS,250,27208642.008927368
2,4,6,DE,250,27433440.90178385
2,4,6,Elitist,250,27373087.389821768
2,4,6,MLSL,250,27405840.935082708
2,4,6,Non-elitist,250,27291652.77323741
2,4,6,PSO,250,27407635.23003765
2,4,6,BFGS,300,27234475.18031012
2,4,6,DE,300,27410214.45208083
2,4,6,Elitist,300,27330062.962351557
2,4,6,MLSL,300,27379865.523933023
2,4,6,Non-elitist,300,27291652.77323741
2,4,6,PSO,300,27483451.66122784
2,4,6,BFGS,350,27254760.48457862
2,4,6,DE,350,27444394.668968257
2,4,6,Elitist,350,27318201.31459443
2,4,6,MLSL,350,27380180.38390594
2,4,6,Non-elitist,350,27291652.77323741
2,4,6,PSO,350,27445448.39761435
2,4,6,BFGS,400,27281655.946573388
2,4,6,DE,400,27410787.197525933
2,4,6,Elitist,400,27302213.632108662
2,4,6,MLSL,400,27342667.75863741
2,4,6,Non-elitist,400,27291652.77323741
2,4,6,PSO,400,27415011.82518048
2,4,6,BFGS,450,27282100.755004328
2,4,6,DE,450,27402231.04720989
2,4,6,Elitist,450,27289132.7633304
2,4,6,MLSL,450,27350748.24549399
2,4,6,Non-elitist,450,27291652.77323741
2,4,6,PSO,450,27379778.15479409
2,4,6,BFGS,500,27288768.87950116
2,4,6,DE,500,27346551.18762114
2,4,6,Elitist,500,27289932.03044029
2,4,6,MLSL,500,27324534.9091635
2,4,6,Non-elitist,500,27291652.77323741
2,4,6,PSO,500,27327078.331844185
2,4,6,BFGS,550,27290245.11677712
2,4,6,DE,550,27304146.10621563
2,4,6,Elitist,550,27291330.89423197
2,4,6,MLSL,550,27299831.69914021
2,4,6,Non-elitist,550,27291652.77323741
2,4,6,PSO,550,27300523.760283228
2,4,6,BFGS,600,27290984.20445352
2,4,6,DE,600,27303984.706227638
2,4,6,Elitist,600,27291769.12087484
2,4,6,MLSL,600,27301028.478114583
2,4,6,Non-elitist,600,27291652.77323741
2,4,6,PSO,600,27302930.0229257
2,4,6,BFGS,650,27291287.55844598
2,4,6,DE,650,27292107.41239756
2,4,6,Elitist,650,27291555.942595314
2,4,6,MLSL,650,27292407.474993177
2,4,6,Non-elitist,650,27291652.77323741
2,4,6,PSO,650,27292510.783994824
2,4,6,BFGS,700,27291438.2796093
2,4,6,DE,700,27291981.30042644
2,4,6,Elitist,700,27291613.831155423
2,4,6,MLSL,700,27292167.459069587
2,4,6,Non-elitist,700,27291652.77323741
2,4,6,PSO,700,27292146.732561663
2,4,6,BFGS,750,27291524.71565083
2,4,6,DE,750,27291928.469496828
2,4,6,Elitist,750,27291643.96800471
2,4,6,MLSL,750,27291928.469496828
2,4,6,Non-elitist,750,27291652.77323741
2,4,6,PSO,750,27291928.469496828
2,4,6,BFGS,800,27291564.958985902
2,4,6,DE,800,27291679.145553697
2,4,6,Elitist,800,27291637.18462898
2,4,6,MLSL,800,27291679.145553697
2,4,6,Non-elitist,800,27291652.77323741
2,4,6,PSO,800,27291679.145553697
2,4,6,BFGS,850,27291621.04559182
2,4,6,DE,850,27291658.122544862
2,4,6,Elitist,850,27291650.476705156
2,4,6,MLSL,850,27291658.122544862
2,4,6,Non-elitist,850,27291652.77323741
2,4,6,PSO,850,27291658.122544862
2,4,6,BFGS,900,27291633.608692244
2,4,6,DE,900,27291657.305486184
2,4,6,Elitist,900,27291652.891651876
2,4,6,MLSL,900,27291657.305486184
2,4,6,Non-elitist,900,27291652.77323741
2,4,6,PSO,900,27291657.305486184
2,4,6,BFGS,950,27291652.62868695
2,4,6,DE,950,27291654.512528915
2,4,6,Elitist,950,27291653.07105726
2,4,6,MLSL,950,27291654.512528915
2,4,6,Non-elitist,950,27291652.77323741
2,4,6,PSO,950,27291654.512528915
2,4,6,BFGS,1000,27291652.77323741
2,4,6,DE,1000,27291652.77323741
2,4,6,Elitist,1000,27291652.77323741
2,4,6,MLSL,1000,27291652.77323741
2,4,6,Non-elitist,1000,27291652.77323741
2,4,6,PSO,1000,27291652.77323741
2,4,7,BFGS,50,13956470.201859852
2,4,7,DE,50,13819500.488449108
2,4,7,Elitist,50,14536585.713802258
2,4,7,MLSL,50,17165932.741951775
2,4,7,Non-elitist,50,14062578.761408811
2,4,7,PSO,50,14177173.540790964
2,4,7,BFGS,100,13685611.631680882
2,4,7,DE,100,13960634.546124035
2,4,7,Elitist,100,14313044.27100007
2,4,7,MLSL,100,13927660.01286988
2,4,7,Non-elitist,100,14062578.761408811
2,4,7,PSO,100,14077420.99115021
2,4,7,BFGS,150,13735287.538027825
2,4,7,DE,150,14015562.082091255
2,4,7,Elitist,150,13935134.673599172
2,4,7,MLSL,150,13971182.479238974
2,4,7,Non-elitist,150,14062578.761408811
2,4,7,PSO,150,14168309.749881132
2,4,7,BFGS,200,13776265.581082003
2,4,7,DE,200,14009720.631481338
2,4,7,Elitist,200,14088733.765173689
2,4,7,MLSL,200,14014573.994851852
2,4,7,Non-elitist,200,14062578.761408811
2,4,7,PSO,200,14019676.431614129
2,4,7,BFGS,250,13826480.544495024
2,4,7,DE,250,14073101.019207302
2,4,7,Elitist,250,14115374.09477508
2,4,7,MLSL,250,14038170.817723343
2,4,7,Non-elitist,250,14062578.761408811
2,4,7,PSO,250,14171616.315335888
2,4,7,BFGS,300,13872730.434445111
2,4,7,DE,300,14137420.915333426
2,4,7,Elitist,300,14108772.35578771
2,4,7,MLSL,300,14067626.90304443
2,4,7,Non-elitist,300,14062578.761408811
2,4,7,PSO,300,14305148.352458289
2,4,7,BFGS,350,13905556.628202798
2,4,7,DE,350,14238878.203417309
2,4,7,Elitist,350,14019948.407362623
2,4,7,MLSL,350,14107555.877183484
2,4,7,Non-elitist,350,14062578.761408811
2,4,7,PSO,350,14267870.875434302
2,4,7,BFGS,400,13950195.945077453
2,4,7,DE,400,14161365.645009
2,4,7,Elitist,400,14078212.01455863
2,4,7,MLSL,400,14135642.31013553
2,4,7,Non-elitist,400,14062578.761408811
2,4,7,PSO,400,14231858.764129585
2,4,7,BFGS,450,13987078.247729717
2,4,7,DE,450,14271102.142364554
2,4,7,Elitist,450,14037337.12528169
2,4,7,MLSL,450,14169385.103005204
2,4,7,Non-elitist,450,14062578.761408811
2,4,7,PSO,450,14274450.056271408
2,4,7,BFGS,500,14015824.93311324
2,4,7,DE,500,14199859.615749292
2,4,7,Elitist,500,14039582.791865855
2,4,7,MLSL,500,14187225.797189811
2,4,7,Non-elitist,500,14062578.761408811
2,4,7,PSO,500,14264708.946909122
2,4,7,BFGS,550,14051601.26578622
2,4,7,DE,550,14268353.899491098
2,4,7,Elitist,550,14058141.075811476
2,4,7,MLSL,550,14188665.752539435
2,4,7,Non-elitist,550,14062578.761408811
2,4,7,PSO,550,14231505.463630805
2,4,7,BFGS,600,14056220.695361232
2,4,7,DE,600,14163586.7485334
2,4,7,Elitist,600,14062345.476431202
2,4,7,MLSL,600,14152116.927034575
2,4,7,Non-elitist,600,14062578.761408811
2,4,7,PSO,600,14171435.86872976
2,4,7,BFGS,650,14062160.31143274
2,4,7,DE,650,14108070.528962718
2,4,7,Elitist,650,14062797.022945084
2,4,7,MLSL,650,14100485.703096123
2,4,7,Non-elitist,650,14062578.761408811
2,4,7,PSO,650,14106100.274502687
2,4,7,BFGS,700,14061989.318126934
2,4,7,DE,700,14067480.649307124
2,4,7,Elitist,700,14062618.6815368
2,4,7,MLSL,700,14067480.649307124
2,4,7,Non-elitist,700,14062578.761408811
2,4,7,PSO,700,14067480.649307124
2,4,7,BFGS,750,14062184.075779116
2,4,7,DE,750,14062747.136685789
2,4,7,Elitist,750,14062550.924379166
2,4,7,MLSL,750,14062824.666980889
2,4,7,Non-elitist,750,14062578.761408811
2,4,7,PSO,750,14062824.666980889
2,4,7,BFGS,800,14062397.673702264
2,4,7,DE,800,14062682.593729395
2,4,7,Elitist,800,14062564.755718146
2,4,7,MLSL,800,14062682.593729395
2,4,7,Non-elitist,800,14062578.761408811
2,4,7,PSO,800,14062682.593729395
2,4,7,BFGS,850,14062466.639705827
2,4,7,DE,850,14062616.142854312
2,4,7,Elitist,850,14062574.436587237
2,4,7,MLSL,850,14062616.142854312
2,4,7,Non-elitist,850,14062578.761408811
2,4,7,PSO,850,14062616.142854312
2,4,7,BFGS,900,14062573.789536277
2,4,7,DE,900,14062583.524259904
2,4,7,Elitist,900,14062578.55950461
2,4,7,MLSL,900,14062583.524259904
2,4,7,Non-elitist,900,14062578.761408811
2,4,7,PSO,900,14062583.524259904
2,4,7,BFGS,950,14062578.691750929
2,4,7,DE,950,14062578.837937288
2,4,7,Elitist,950,14062578.70061574
2,4,7,MLSL,950,14062578.837937288
2,4,7,Non-elitist,950,14062578.761408811
2,4,7,PSO,950,14062578.837937288
2,4,7,BFGS,1000,14062578.761408811
2,4,7,DE,1000,14062578.761408811
2,4,7,Elitist,1000,14062578.761408811
2,4,7,MLSL,1000,14062578.761408811
2,4,7,Non-elitist,1000,14062578.761408811
2,4,7,PSO,1000,14062578.761408811
2,4,8,BFGS,50,7744382.494664061
2,4,8,DE,50,8706788.442547558
2,4,8,Elitist,50,8791253.330961742
2,4,8,MLSL,50,15356570.033626238
2,4,8,Non-elitist,50,9977176.43352852
2,4,8,PSO,50,10891944.236634346
2,4,8,BFGS,100,9063148.992190251
2,4,8,DE,100,10642532.727012323
2,4,8,Elitist,100,9864519.8209116
2,4,8,MLSL,100,16620999.409249898
2,4,8,Non-elitist,100,9977176.43352852
2,4,8,PSO,100,11990275.34952126
2,4,8,BFGS,150,9847187.6546277
2,4,8,DE,150,10340913.436329212
2,4,8,Elitist,150,10405815.48806808
2,4,8,MLSL,150,11084485.982134612
2,4,8,Non-elitist,150,9977176.43352852
2,4,8,PSO,150,10557952.17882402
2,4,8,BFGS,200,9888664.463513806
2,4,8,DE,200,10188204.223119084
2,4,8,Elitist,200,10040995.901912404
2,4,8,MLSL,200,10116474.302258844
2,4,8,Non-elitist,200,9977176.43352852
2,4,8,PSO,200,10360381.927439896
2,4,8,BFGS,250,9913086.70905728
2,4,8,DE,250,10217557.537473291
2,4,8,Elitist,250,9993645.840000477
2,4,8,MLSL,250,10075036.48152962
2,4,8,Non-elitist,250,9977176.43352852
2,4,8,PSO,250,10107322.448847882
2,4,8,BFGS,300,9938938.349234104
2,4,8,DE,300,10064535.660748385
2,4,8,Elitist,300,10021770.945776176
2,4,8,MLSL,300,10078141.17049414
2,4,8,Non-elitist,300,9977176.43352852
2,4,8,PSO,300,10060988.715679806
2,4,8,BFGS,350,9954511.318613151
2,4,8,DE,350,10067288.666245395
2,4,8,Elitist,350,9985953.382700143
2,4,8,MLSL,350,10034057.573525162
2,4,8,Non-elitist,350,9977176.43352852
2,4,8,PSO,350,10089827.39315578
2,4,8,BFGS,400,9964461.425367134
2,4,8,DE,400,10011325.484787324
2,4,8,Elitist,400,9982872.8394984
2,4,8,MLSL,400,9998531.690446312
2,4,8,Non-elitist,400,9977176.43352852
2,4,8,PSO,400,10023430.303956468
2,4,8,BFGS,450,9971164.327063927
2,4,8,DE,450,10014627.074834794
2,4,8,Elitist,450,9984115.048932686
2,4,8,MLSL,450,9990102.685446516
2,4,8,Non-elitist,450,9977176.43352852
2,4,8,PSO,450,9997504.935229275
2,4,8,BFGS,500,9971611.83461991
2,4,8,DE,500,10004508.921779864
2,4,8,Elitist,500,9976422.103824418
2,4,8,MLSL,500,9986953.75776642
2,4,8,Non-elitist,500,9977176.43352852
2,4,8,PSO,500,9992252.608317154
2,4,8,BFGS,550,9973918.620949468
2,4,8,DE,550,10000297.577933729
2,4,8,Elitist,550,9978309.1440553
2,4,8,MLSL,550,9988528.131205153
2,4,8,Non-elitist,550,9977176.43352852
2,4,8,PSO,550,10000297.577933729
2,4,8,BFGS,600,9978483.555525023
2,4,8,DE,600,9998506.800348286
2,4,8,Elitist,600,9976825.96585048
2,4,8,MLSL,600,9990578.976129962
2,4,8,Non-elitist,600,9977176.43352852
2,4,8,PSO,600,9993382.533836536
2,4,8,BFGS,650,9977391.121579194
2,4,8,DE,650,9988120.084427323
2,4,8,Elitist,650,9977094.519141285
2,4,8,MLSL,650,9986349.6869907
2,4,8,Non-elitist,650,9977176.43352852
2,4,8,PSO,650,9986197.300590008
2,4,8,BFGS,700,9976937.764683751
2,4,8,DE,700,9978641.509337872
2,4,8,Elitist,700,9977084.409970824
2,4,8,MLSL,700,9978641.509337872
2,4,8,Non-elitist,700,9977176.43352852
2,4,8,PSO,700,9978476.777551528
2,4,8,BFGS,750,9977013.695661968
2,4,8,DE,750,9977511.22748688
2,4,8,Elitist,750,9977172.975639224
2,4,8,MLSL,750,9977511.22748688
2,4,8,Non-elitist,750,9977176.43352852
2,4,8,PSO,750,9977511.22748688
2,4,8,BFGS,800,9977059.251780173
2,4,8,DE,800,9977297.202412836
2,4,8,Elitist,800,9977164.16543622
2,4,8,MLSL,800,9977297.202412836
2,4,8,Non-elitist,800,9977176.43352852
2,4,8,PSO,800,9977297.202412836
2,4,8,BFGS,850,9977115.09946795
2,4,8,DE,850,9977205.521233058
2,4,8,Elitist,850,9977170.063408308
2,4,8,MLSL,850,9977205.521233058
2,4,8,Non-elitist,850,9977176.43352852
2,4,8,PSO,850,9977205.521233058
2,4,8,BFGS,900,9977157.129224258
2,4,8,DE,900,9977184.611233324
2,4,8,Elitist,900,9977173.567869734
2,4,8,MLSL,900,9977184.611233324
2,4,8,Non-elitist,900,9977176.43352852
2,4,8,PSO,900,9977184.611233324
2,4,8,BFGS,950,9977173.801665474
2,4,8,DE,950,9977176.641645364
2,4,8,Elitist,950,9977176.17797034
2,4,8,MLSL,950,9977176.641645364
2,4,8,Non-elitist,950,9977176.43352852
2,4,8,PSO,950,9977176.641645364
2,4,8,BFGS,1000,9977176.43352852
2,4,8,DE,1000,9977176.43352852
2,4,8,Elitist,1000,9977176.43352852
2,4,8,MLSL,1000,9977176.43352852
2,4,8,Non-elitist,1000,9977176.43352852
2,4,8,PSO,1000,9977176.43352852
2,4,9,BFGS,50,28096470.638322964
2,4,9,DE,50,28546886.896836195
2,4,9,Elitist,50,28693028.81299628
2,4,9,MLSL,50,30129925.75198042
2,4,9,Non-elitist,50,28701934.965879925
2,4,9,PSO,50,28839927.823814657
2,4,9,BFGS,100,28498471.12606045
2,4,9,DE,100,28797987.34213316
2,4,9,Elitist,100,29175429.175464038
2,4,9,MLSL,100,30480997.618813056
2,4,9,Non-elitist,100,28701934.965879925
2,4,9,PSO,100,29148534.117862195
2,4,9,BFGS,150,28575507.364928752
2,4,9,DE,150,28702630.339595687
2,4,9,Elitist,150,28647092.558533207
2,4,9,MLSL,150,28699191.59504965
2,4,9,Non-elitist,150,28701934.965879925
2,4,9,PSO,150,28717478.2396806
2,4,9,BFGS,200,28597471.976293936
2,4,9,DE,200,28704871.95977302
2,4,9,Elitist,200,28662014.17960484
2,4,9,MLSL,200,28735855.28570264
2,4,9,Non-elitist,200,28701934.965879925
2,4,9,PSO,200,28728375.440103214
2,4,9,BFGS,250,28624955.868273977
2,4,9,DE,250,28714235.0124244
2,4,9,Elitist,250,28690086.47714538
2,4,9,MLSL,250,28756854.371570405
2,4,9,Non-elitist,250,28701934.965879925
2,4,9,PSO,250,28762705.69801397
2,4,9,BFGS,300,28643738.50437562
2,4,9,DE,300,28767534.252995208
2,4,9,Elitist,300,28725769.66909644
2,4,9,MLSL,300,28711189.92529616
2,4,9,Non-elitist,300,28701934.965879925
2,4,9,PSO,300,28766226.185570262
2,4,9,BFGS,350,28654215.487056807
2,4,9,DE,350,28793224.1611654
2,4,9,Elitist,350,28703830.57175168
2,4,9,MLSL,350,28736381.4200278
2,4,9,Non-elitist,350,28701934.965879925
2,4,9,PSO,350,28779694.216435384
2,4,9,BFGS,400,28671768.334635403
2,4,9,DE,400,28794512.521825563
2,4,9,Elitist,400,28716376.04205012
2,4,9,MLSL,400,28741619.578991786
2,4,9,Non-elitist,400,28701934.965879925
2,4,9,PSO,400,28811724.772820912
2,4,9,BFGS,450,28686447.60742741
2,4,9,DE,450,28763861.24283698
2,4,9,Elitist,450,28706593.273069423
2,4,9,MLSL,450,28748387.908166133
2,4,9,Non-elitist,450,28701934.965879925
2,4,9,PSO,450,28804664.451068684
2,4,9,BFGS,500,28700843.89013356
2,4,9,DE,500,28781251.35962467
2,4,9,Elitist,500,28697957.24379937
2,4,9,MLSL,500,28751979.1880874
2,4,9,Non-elitist,500,28701934.965879925
2,4,9,PSO,500,28773958.745005272
2,4,9,BFGS,550,28701496.532898355
2,4,9,DE,550,28737358.560974386
2,4,9,Elitist,550,28703151.810079955
2,4,9,MLSL,550,28733155.08488577
2,4,9,Non-elitist,550,28701934.965879925
2,4,9,PSO,550,28737341.368141174
2,4,9,BFGS,600,28701044.390898388
2,4,9,DE,600,28713709.46902684
2,4,9,Elitist,600,28701780.62521776
2,4,9,MLSL,600,28711513.61628312
2,4,9,Non-elitist,600,28701934.965879925
2,4,9,PSO,600,28713871.922478124
2,4,9,BFGS,650,28701725.2897312
2,4,9,DE,650,28705297.953987274
2,4,9,Elitist,650,28701950.956793487
2,4,9,MLSL,650,28705025.05555485
2,4,9,Non-elitist,650,28701934.965879925
2,4,9,PSO,650,28705244.73370245
2,4,9,BFGS,700,28701662.112597
2,4,9,DE,700,28702362.85177696
2,4,9,Elitist,700,28702099.8712312
2,4,9,MLSL,700,28702333.573730376
2,4,9,Non-elitist,700,28701934.965879925
2,4,9,PSO,700,28702362.85177696
2,4,9,BFGS,750,28701815.91895243
2,4,9,DE,750,28702362.85177696
2,4,9,Elitist,750,28702003.737465587
2,4,9,MLSL,750,28702362.85177696
2,4,9,Non-elitist,750,28701934.965879925
2,4,9,PSO,750,28702357.90686819
2,4,9,BFGS,800,28701883.93311196
2,4,9,DE,800,28702266.537100397
2,4,9,Elitist,800,28701979.94941718
2,4,9,MLSL,800,28702266.537100397
2,4,9,Non-elitist,800,28701934.965879925
2,4,9,PSO,800,28702266.537100397
2,4,9,BFGS,850,28701925.03512351
2,4,9,DE,850,28702039.994956803
2,4,9,Elitist,850,28701954.54861422
2,4,9,MLSL,850,28702039.994956803
2,4,9,Non-elitist,850,28701934.965879925
2,4,9,PSO,850,28702039.994956803
2,4,9,BFGS,900,28701933.81393229
2,4,9,DE,900,28701957.566594545
2,4,9,Elitist,900,28701935.16687788
2,4,9,MLSL,900,28701957.566594545
2,4,9,Non-elitist,900,28701934.965879925
2,4,9,PSO,900,28701957.566594545
2,4,9,BFGS,950,28701933.8016134
2,4,9,DE,950,28701936.034490086
2,4,9,Elitist,950,28701934.629840404
2,4,9,MLSL,950,28701936.034490086
2,4,9,Non-elitist,950,28701934.965879925
2,4,9,PSO,950,28701936.034490086
2,4,9,BFGS,1000,28701934.965879925
2,4,9,DE,1000,28701934.965879925
2,4,9,Elitist,1000,28701934.965879925
2,4,9,MLSL,1000,28701934.965879925
2,4,9,Non-elitist,1000,28701934.965879925
2,4,9,PSO,1000,28701934.965879925
2,4,10,BFGS,50,62298046.20725725
2,4,10,DE,50,62545540.24915929
2,4,10,Elitist,50,62291345.988168
2,4,10,MLSL,50,64624474.90287544
2,4,10,Non-elitist,50,62509710.60192773
